farm,dataset_file,event_id,turbine_id,label,description,detector,feature_policy,n_rows,n_train,n_pred,n_event_rows,alarms_count,coverage_fbeta,accuracy,earliness_ws,max_criticality,event_detected,first_alarm_idx,first_alarm_in_window,lead_time_days,failure_classification
Wind Farm C,49.csv,49,turb_49,anomaly_event,,CARE_PAPER_IF,care_2d,53014,51408,1606,598,30,0.1678,,0.0167,0,False,206,False,1.57,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,31.csv,31,turb_31,anomaly_event,,CARE_PAPER_IF,care_2d,54589,52560,2029,1021,237,0.2419,,0.151,46,False,124,False,1.14,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,67.csv,67,turb_67,anomaly_event,,CARE_PAPER_IF,care_2d,61489,52560,8929,8353,874,0.3094,,0.0918,55,False,0,False,1.0,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,9.csv,9,turb_9,anomaly_event,,CARE_PAPER_IF,care_2d,56029,52560,3469,3037,220,0.201,,0.0491,40,False,271,False,1.12,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,91.csv,91,turb_91,anomaly_event,,CARE_PAPER_IF,care_2d,56608,52560,4048,2896,330,0.1695,,0.0503,7,False,872,True,-5.06,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,90.csv,90,turb_90,anomaly_event,,CARE_PAPER_IF,care_2d,54880,52560,2320,1744,120,0.2103,,0.0392,5,False,72,False,1.5,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,70.csv,70,turb_70,anomaly_event,,CARE_PAPER_IF,care_2d,56038,52560,3478,2902,173,0.259,,0.0535,1,False,844,True,-5.86,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,35.csv,35,turb_35,anomaly_event,,CARE_PAPER_IF,care_2d,52615,51408,1207,919,76,0.3191,,0.057,0,False,621,True,-2.31,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,76.csv,76,turb_76,anomaly_event,,CARE_PAPER_IF,care_2d,52086,51264,822,246,69,0.0,,0.0,55,False,18,False,1.88,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,81.csv,81,turb_81,anomaly_event,,CARE_PAPER_IF,care_common,53932,52560,1372,364,204,0.6239,,0.4315,46,False,267,True,-0.85,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,47.csv,47,turb_47,anomaly_event,,CARE_PAPER_IF,care_common,53993,52416,1577,713,364,0.0436,,0.0208,12,False,16,True,-0.11,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,28.csv,28,turb_28,anomaly_event,,CARE_PAPER_IF,care_common,55918,52560,3358,2926,125,0.1597,,0.0262,6,False,14,False,0.9,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,15.csv,15,turb_15,anomaly_event,,CARE_PAPER_IF,care_common,54433,51696,2737,2449,290,0.3859,,0.1142,3,False,16,False,1.89,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,78.csv,78,turb_78,anomaly_event,,CARE_PAPER_IF,care_common,53146,52560,586,298,16,0.1797,,0.0397,1,False,166,True,-1.15,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,49.csv,49,turb_49,anomaly_event,,CARE_PAPER_IF,care_common,53014,51408,1606,598,131,0.0083,,0.0022,60,False,500,True,-0.47,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,9.csv,9,turb_9,anomaly_event,,CARE_PAPER_IF,care_common,56029,52560,3469,3037,158,0.1466,,0.0411,25,False,270,False,1.12,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,35.csv,35,turb_35,anomaly_event,,CARE_PAPER_IF,care_common,52615,51408,1207,919,4,0.0112,,0.0039,2,False,747,True,-3.19,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,55.csv,55,turb_55,anomaly_event,,CARE_PAPER_IF,care_native_semantic,55753,52560,3193,2473,208,0.2333,,0.0938,64,False,17,False,1.88,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,81.csv,81,turb_81,anomaly_event,,CARE_PAPER_IF,care_native_semantic,53932,52560,1372,364,147,0.1849,,0.1098,2,False,263,True,-0.83,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,47.csv,47,turb_47,anomaly_event,,CARE_PAPER_IF,care_native_semantic,53993,52416,1577,713,182,0.0356,,0.0326,29,False,12,True,-0.08,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,12.csv,12,turb_12,anomaly_event,,CARE_PAPER_IF,care_native_semantic,56107,52560,3547,3259,545,0.4274,,0.1075,50,False,2,True,-0.01,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,28.csv,28,turb_28,anomaly_event,,CARE_PAPER_IF,care_native_semantic,55918,52560,3358,2926,493,0.3373,,0.1196,14,False,98,False,0.32,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,66.csv,66,turb_66,anomaly_event,,CARE_PAPER_IF,care_native_semantic,53503,51696,1807,943,317,0.0,,0.0099,12,False,169,True,-1.17,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,15.csv,15,turb_15,anomaly_event,,CARE_PAPER_IF,care_native_semantic,54433,51696,2737,2449,231,0.3218,,0.1169,13,False,52,False,1.64,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,78.csv,78,turb_78,anomaly_event,,CARE_PAPER_IF,care_native_semantic,53146,52560,586,298,53,0.1269,,0.0331,5,False,66,True,-0.46,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,11.csv,11,turb_11,anomaly_event,,CARE_PAPER_IF,care_native_semantic,56437,52416,4021,3157,700,0.5231,,0.2234,43,False,9,True,-0.06,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,49.csv,49,turb_49,anomaly_event,,CARE_PAPER_IF,care_native_semantic,53014,51408,1606,598,131,0.2694,,0.019,2,False,382,False,0.35,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,31.csv,31,turb_31,anomaly_event,,CARE_PAPER_IF,care_native_semantic,54589,52560,2029,1021,165,0.141,,0.0269,7,False,0,False,2.0,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,67.csv,67,turb_67,anomaly_event,,CARE_PAPER_IF,care_native_semantic,61489,52560,8929,8353,1959,0.5685,,0.2367,24,False,12,False,0.92,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,91.csv,91,turb_91,anomaly_event,,CARE_PAPER_IF,care_native_semantic,56608,52560,4048,2896,326,0.0394,,0.0274,54,False,91,False,0.37,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,5.csv,5,turb_5,anomaly_event,,CARE_PAPER_IF,care_native_semantic,52795,52128,667,523,133,0.5585,,0.2237,10,False,9,False,0.94,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,90.csv,90,turb_90,anomaly_event,,CARE_PAPER_IF,care_native_semantic,54880,52560,2320,1744,115,0.0642,,0.0378,45,False,659,True,-2.58,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,70.csv,70,turb_70,anomaly_event,,CARE_PAPER_IF,care_native_semantic,56038,52560,3478,2902,161,0.1311,,0.0321,19,False,38,True,-0.26,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,35.csv,35,turb_35,anomaly_event,,CARE_PAPER_IF,care_native_semantic,52615,51408,1207,919,337,0.7194,,0.2401,30,False,189,False,0.69,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,16.csv,16,turb_16,anomaly_event,,CARE_PAPER_IF,care_native_semantic,53568,51264,2304,2160,66,0.363,,0.0302,7,False,55,True,-0.38,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,76.csv,76,turb_76,anomaly_event,,CARE_PAPER_IF,care_native_semantic,52086,51264,822,246,69,0.0205,,0.1913,39,False,167,False,0.84,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,55.csv,55,turb_55,anomaly_event,,RAI_COMPAT_IF,care_2d,55753,52560,3193,2473,379,0.3102,,0.1463,34,False,18,False,1.88,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,81.csv,81,turb_81,anomaly_event,,RAI_COMPAT_IF,care_2d,53932,52560,1372,364,151,0.4993,,0.2823,8,False,96,False,0.33,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,47.csv,47,turb_47,anomaly_event,,RAI_COMPAT_IF,care_2d,53993,52416,1577,713,504,0.0747,,0.0319,8,False,327,True,-2.27,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,12.csv,12,turb_12,anomaly_event,,RAI_COMPAT_IF,care_2d,56107,52560,3547,3259,131,0.1373,,0.0536,32,False,274,True,-1.9,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,4.csv,4,turb_4,anomaly_event,,RAI_COMPAT_IF,care_2d,56449,52560,3889,2737,138,0.0968,,0.0169,17,False,57,False,2.6,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,28.csv,28,turb_28,anomaly_event,,RAI_COMPAT_IF,care_2d,55918,52560,3358,2926,91,0.1245,,0.015,5,False,14,False,0.9,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,39.csv,39,turb_39,anomaly_event,,RAI_COMPAT_IF,care_2d,53727,52560,1167,735,107,0.0,,0.1077,30,False,33,False,1.77,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,15.csv,15,turb_15,anomaly_event,,RAI_COMPAT_IF,care_2d,54433,51696,2737,2449,268,0.3582,,0.0719,2,False,173,False,0.8,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,78.csv,78,turb_78,anomaly_event,,RAI_COMPAT_IF,care_2d,53146,52560,586,298,6,0.1095,,0.0214,0,False,174,True,-1.21,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,79.csv,79,turb_79,anomaly_event,,RAI_COMPAT_IF,care_2d,53281,52560,721,289,108,0.0,,0.1069,26,False,70,False,0.51,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,49.csv,49,turb_49,anomaly_event,,RAI_COMPAT_IF,care_2d,53014,51408,1606,598,97,0.3713,,0.1629,0,False,156,False,1.92,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,31.csv,31,turb_31,anomaly_event,,RAI_COMPAT_IF,care_2d,54589,52560,2029,1021,249,0.0905,,0.1287,68,False,138,False,1.04,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,67.csv,67,turb_67,anomaly_event,,RAI_COMPAT_IF,care_2d,61489,52560,8929,8353,946,0.3319,,0.0917,67,False,0,False,1.0,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,9.csv,9,turb_9,anomaly_event,,RAI_COMPAT_IF,care_2d,56029,52560,3469,3037,137,0.1731,,0.0457,9,False,282,False,1.04,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,91.csv,91,turb_91,anomaly_event,,RAI_COMPAT_IF,care_2d,56608,52560,4048,2896,440,0.1752,,0.052,26,False,89,False,0.38,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,70.csv,70,turb_70,anomaly_event,,RAI_COMPAT_IF,care_2d,56038,52560,3478,2902,179,0.2551,,0.0731,8,False,844,True,-5.86,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,35.csv,35,turb_35,anomaly_event,,RAI_COMPAT_IF,care_2d,52615,51408,1207,919,5,0.0276,,0.0073,0,False,308,True,-0.14,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,76.csv,76,turb_76,anomaly_event,,RAI_COMPAT_IF,care_2d,52086,51264,822,246,241,0.3376,,0.3304,50,False,0,False,2.0,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,55.csv,55,turb_55,anomaly_event,,RAI_COMPAT_IF,care_common,55753,52560,3193,2473,358,0.3427,,0.1563,54,False,17,False,1.88,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,81.csv,81,turb_81,anomaly_event,,RAI_COMPAT_IF,care_common,53932,52560,1372,364,163,0.5059,,0.2936,13,False,99,False,0.31,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,47.csv,47,turb_47,anomaly_event,,RAI_COMPAT_IF,care_common,53993,52416,1577,713,484,0.0623,,0.0268,12,False,22,True,-0.15,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,12.csv,12,turb_12,anomaly_event,,RAI_COMPAT_IF,care_common,56107,52560,3547,3259,194,0.1688,,0.0598,48,False,68,True,-0.47,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,4.csv,4,turb_4,anomaly_event,,RAI_COMPAT_IF,care_common,56449,52560,3889,2737,230,0.1398,,0.0437,22,False,38,False,2.74,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,28.csv,28,turb_28,anomaly_event,,RAI_COMPAT_IF,care_common,55918,52560,3358,2926,30,0.0226,,0.01,4,False,588,True,-3.08,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,15.csv,15,turb_15,anomaly_event,,RAI_COMPAT_IF,care_common,54433,51696,2737,2449,218,0.3123,,0.0783,3,False,172,False,0.81,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,78.csv,78,turb_78,anomaly_event,,RAI_COMPAT_IF,care_common,53146,52560,586,298,26,0.1592,,0.0463,6,False,69,True,-0.48,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,79.csv,79,turb_79,anomaly_event,,RAI_COMPAT_IF,care_common,53281,52560,721,289,115,0.0,,0.1027,27,False,58,False,0.6,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,49.csv,49,turb_49,anomaly_event,,RAI_COMPAT_IF,care_common,53014,51408,1606,598,106,0.4024,,0.1829,0,False,156,False,1.92,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,9.csv,9,turb_9,anomaly_event,,RAI_COMPAT_IF,care_common,56029,52560,3469,3037,195,0.2162,,0.0651,4,False,95,False,2.34,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,91.csv,91,turb_91,anomaly_event,,RAI_COMPAT_IF,care_common,56608,52560,4048,2896,452,0.1148,,0.0436,30,False,93,False,0.35,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,70.csv,70,turb_70,anomaly_event,,RAI_COMPAT_IF,care_common,56038,52560,3478,2902,169,0.2228,,0.0671,10,False,79,True,-0.55,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,35.csv,35,turb_35,anomaly_event,,RAI_COMPAT_IF,care_common,52615,51408,1207,919,20,0.0935,,0.027,1,False,274,False,0.1,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,76.csv,76,turb_76,anomaly_event,,RAI_COMPAT_IF,care_common,52086,51264,822,246,254,0.4225,,0.4633,61,False,0,False,2.0,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,55.csv,55,turb_55,anomaly_event,,RAI_COMPAT_IF,care_native_semantic,55753,52560,3193,2473,168,0.1597,,0.0691,39,False,17,False,1.88,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,47.csv,47,turb_47,anomaly_event,,RAI_COMPAT_IF,care_native_semantic,53993,52416,1577,713,130,0.0225,,0.0198,13,False,11,True,-0.08,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,4.csv,4,turb_4,anomaly_event,,RAI_COMPAT_IF,care_native_semantic,56449,52560,3889,2737,350,0.2032,,0.0656,39,False,123,False,2.15,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,28.csv,28,turb_28,anomaly_event,,RAI_COMPAT_IF,care_native_semantic,55918,52560,3358,2926,217,0.0457,,0.0531,33,False,34,False,0.76,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,15.csv,15,turb_15,anomaly_event,,RAI_COMPAT_IF,care_native_semantic,54433,51696,2737,2449,38,0.034,,0.0138,15,False,2,False,1.99,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,78.csv,78,turb_78,anomaly_event,,RAI_COMPAT_IF,care_native_semantic,53146,52560,586,298,33,0.0564,,0.0336,8,False,66,True,-0.46,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,67.csv,67,turb_67,anomaly_event,,RAI_COMPAT_IF,care_native_semantic,61489,52560,8929,8353,494,0.175,,0.0608,54,False,9,False,0.94,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,9.csv,9,turb_9,anomaly_event,,RAI_COMPAT_IF,care_native_semantic,56029,52560,3469,3037,215,0.2174,,0.0497,30,False,97,False,2.33,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,5.csv,5,turb_5,anomaly_event,,RAI_COMPAT_IF,care_native_semantic,52795,52128,667,523,125,0.1597,,0.143,31,False,0,False,1.0,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,35.csv,35,turb_35,anomaly_event,,RAI_COMPAT_IF,care_native_semantic,52615,51408,1207,919,84,0.2162,,0.0974,26,False,44,False,1.69,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,76.csv,76,turb_76,anomaly_event,,RAI_COMPAT_IF,care_native_semantic,52086,51264,822,246,108,0.42,,0.3013,12,False,0,False,2.0,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,55.csv,55,turb_55,anomaly_event,,RAI_CHAMPION,care_2d,55753,52560,3193,2473,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,81.csv,81,turb_81,anomaly_event,,RAI_CHAMPION,care_2d,53932,52560,1372,364,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,47.csv,47,turb_47,anomaly_event,,RAI_CHAMPION,care_2d,53993,52416,1577,713,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,12.csv,12,turb_12,anomaly_event,,RAI_CHAMPION,care_2d,56107,52560,3547,3259,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,4.csv,4,turb_4,anomaly_event,,RAI_CHAMPION,care_2d,56449,52560,3889,2737,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,18.csv,18,turb_18,anomaly_event,,RAI_CHAMPION,care_2d,52848,51120,1728,576,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,28.csv,28,turb_28,anomaly_event,,RAI_CHAMPION,care_2d,55918,52560,3358,2926,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,39.csv,39,turb_39,anomaly_event,,RAI_CHAMPION,care_2d,53727,52560,1167,735,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,66.csv,66,turb_66,anomaly_event,,RAI_CHAMPION,care_2d,53503,51696,1807,943,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,15.csv,15,turb_15,anomaly_event,,RAI_CHAMPION,care_2d,54433,51696,2737,2449,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,78.csv,78,turb_78,anomaly_event,,RAI_CHAMPION,care_2d,53146,52560,586,298,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,79.csv,79,turb_79,anomaly_event,,RAI_CHAMPION,care_2d,53281,52560,721,289,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,30.csv,30,turb_30,anomaly_event,,RAI_CHAMPION,care_2d,56111,52560,3551,3263,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,33.csv,33,turb_33,anomaly_event,,RAI_CHAMPION,care_2d,55873,52560,3313,2881,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,11.csv,11,turb_11,anomaly_event,,RAI_CHAMPION,care_2d,56437,52416,4021,3157,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,44.csv,44,turb_44,anomaly_event,,RAI_CHAMPION,care_2d,63003,52560,10443,9435,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,49.csv,49,turb_49,anomaly_event,,RAI_CHAMPION,care_2d,53014,51408,1606,598,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,31.csv,31,turb_31,anomaly_event,,RAI_CHAMPION,care_2d,54589,52560,2029,1021,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,67.csv,67,turb_67,anomaly_event,,RAI_CHAMPION,care_2d,61489,52560,8929,8353,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,9.csv,9,turb_9,anomaly_event,,RAI_CHAMPION,care_2d,56029,52560,3469,3037,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,91.csv,91,turb_91,anomaly_event,,RAI_CHAMPION,care_2d,56608,52560,4048,2896,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,5.csv,5,turb_5,anomaly_event,,RAI_CHAMPION,care_2d,52795,52128,667,523,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,90.csv,90,turb_90,anomaly_event,,RAI_CHAMPION,care_2d,54880,52560,2320,1744,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,70.csv,70,turb_70,anomaly_event,,RAI_CHAMPION,care_2d,56038,52560,3478,2902,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,35.csv,35,turb_35,anomaly_event,,RAI_CHAMPION,care_2d,52615,51408,1207,919,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,16.csv,16,turb_16,anomaly_event,,RAI_CHAMPION,care_2d,53568,51264,2304,2160,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,76.csv,76,turb_76,anomaly_event,,RAI_CHAMPION,care_2d,52086,51264,822,246,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,55.csv,55,turb_55,anomaly_event,,RAI_CHAMPION,care_common,55753,52560,3193,2473,97,0.0329,,0.0322,61,False,310,True,-0.15,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,47.csv,47,turb_47,anomaly_event,,RAI_CHAMPION,care_common,53993,52416,1577,713,18,0.0,,0.0081,5,False,22,True,-0.15,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,12.csv,12,turb_12,anomaly_event,,RAI_CHAMPION,care_common,56107,52560,3547,3259,124,0.0017,,0.0405,46,False,0,True,0.0,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,28.csv,28,turb_28,anomaly_event,,RAI_CHAMPION,care_common,55918,52560,3358,2926,84,0.0,,0.0383,37,False,1087,True,-6.55,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,66.csv,66,turb_66,anomaly_event,,RAI_CHAMPION,care_common,53503,51696,1807,943,46,0.0,,0.0651,39,False,224,True,-1.56,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,15.csv,15,turb_15,anomaly_event,,RAI_CHAMPION,care_common,54433,51696,2737,2449,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,78.csv,78,turb_78,anomaly_event,,RAI_CHAMPION,care_common,53146,52560,586,298,7,0.0,,0.0134,4,False,68,True,-0.47,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,49.csv,49,turb_49,anomaly_event,,RAI_CHAMPION,care_common,53014,51408,1606,598,60,0.0,,0.0,29,False,1300,False,-6.03,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,67.csv,67,turb_67,anomaly_event,,RAI_CHAMPION,care_common,61489,52560,8929,8353,150,0.0006,,0.0129,52,False,13,False,0.91,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,9.csv,9,turb_9,anomaly_event,,RAI_CHAMPION,care_common,56029,52560,3469,3037,41,0.0,,0.0012,24,False,2268,True,-12.75,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,35.csv,35,turb_35,anomaly_event,,RAI_CHAMPION,care_common,52615,51408,1207,919,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,76.csv,76,turb_76,anomaly_event,,RAI_CHAMPION,care_common,52086,51264,822,246,91,0.0,,0.1133,44,False,328,True,-0.28,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,55.csv,55,turb_55,anomaly_event,,RAI_CHAMPION,care_native_semantic,55753,52560,3193,2473,97,0.0329,,0.0322,61,False,310,True,-0.15,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,47.csv,47,turb_47,anomaly_event,,RAI_CHAMPION,care_native_semantic,53993,52416,1577,713,18,0.0,,0.0081,5,False,22,True,-0.15,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,12.csv,12,turb_12,anomaly_event,,RAI_CHAMPION,care_native_semantic,56107,52560,3547,3259,124,0.0017,,0.0405,46,False,0,True,0.0,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,28.csv,28,turb_28,anomaly_event,,RAI_CHAMPION,care_native_semantic,55918,52560,3358,2926,84,0.0,,0.0383,37,False,1087,True,-6.55,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,66.csv,66,turb_66,anomaly_event,,RAI_CHAMPION,care_native_semantic,53503,51696,1807,943,46,0.0,,0.0651,39,False,224,True,-1.56,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,15.csv,15,turb_15,anomaly_event,,RAI_CHAMPION,care_native_semantic,54433,51696,2737,2449,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,78.csv,78,turb_78,anomaly_event,,RAI_CHAMPION,care_native_semantic,53146,52560,586,298,7,0.0,,0.0134,4,False,68,True,-0.47,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,49.csv,49,turb_49,anomaly_event,,RAI_CHAMPION,care_native_semantic,53014,51408,1606,598,60,0.0,,0.0,29,False,1300,False,-6.03,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,67.csv,67,turb_67,anomaly_event,,RAI_CHAMPION,care_native_semantic,61489,52560,8929,8353,150,0.0006,,0.0129,52,False,13,False,0.91,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,9.csv,9,turb_9,anomaly_event,,RAI_CHAMPION,care_native_semantic,56029,52560,3469,3037,41,0.0,,0.0012,24,False,2268,True,-12.75,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,35.csv,35,turb_35,anomaly_event,,RAI_CHAMPION,care_native_semantic,52615,51408,1207,919,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,76.csv,76,turb_76,anomaly_event,,RAI_CHAMPION,care_native_semantic,52086,51264,822,246,91,0.0,,0.1133,44,False,328,True,-0.28,not detected under the official CARE event criterion (max criticality < 72)
